,Address,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,Kind,Postal code,Public name,Rental status,Slots,Station type,Status,Subscription status,day,hour,minute
174,80 Rue de Dantzig,4,0,0,0,operational,Paris,STATION,75015,Paris/Dantzig/80,operational,2,station,ok,nonexistent,4,6,19
175,78 Avenue du Maine,0,0,0,2,operational,Paris,SPACE,75014,Paris/Maine/78,operational,5,full_station,ok,operational,1,19,20
176,65 rue Ordener,6,0,0,0,operational,Paris,STATION,75018,Paris/Ordener/65,operational,0,station,ok,nonexistent,3,3,14
177,236 Avenue Henri Barbusse,0,0,0,0,nonexistent,Drancy,STATION,93700,Drancy/Henri Barbusse/236,operational,4,station,ok,nonexistent,9,18,17
178,236 Avenue Henri Barbusse,0,0,0,0,nonexistent,Drancy,STATION,93700,Drancy/Henri Barbusse/236,operational,4,station,ok,nonexistent,5,11,21
179,1 rue Croulebarbe,3,0,0,0,operational,Paris,STATION,75013,Paris/Croulebarbe/1,operational,1,station,ok,nonexistent,7,22,7
180,102 Rue Juliette Savar,3,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/Juliette Savar/102,operational,2,station,ok,nonexistent,4,22,1
181,1 rue AndrÃ© Theuriet,2,0,0,0,nonexistent,Bourg-la-Reine,SPACE,92340,Bourg-la-Reine/AndrÃ© Theuriet/1,operational,4,full_station,ok,operational,9,21,48
182,27 rue Geoffroy-Saint-Hilaire,0,0,0,2,operational,Paris,STATION,75005,Paris/Geoffroy-Saint-Hilaire/27,operational,6,station,ok,nonexistent,5,15,52
183,56 boulevard du MarÃ©chal Foch,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,STATION,91370,VerriÃ¨res-le-Buisson/MarÃ©chal Foch/56,operational,6,station,ok,nonexistent,4,3,7
184,23 Boulevard Delessert,4,0,1,0,operational,Paris,STATION,75016,Paris/Delessert/23,operational,0,station,ok,nonexistent,6,7,43
185,24 rue de la Paix,0,0,0,1,operational,Paris,STATION,75002,Paris/Paix/24,operational,5,station,ok,nonexistent,8,1,28
186,64 rue du Faubourg PoissonniÃ¨re,1,0,0,0,nonexistent,Paris,STATION,75010,Paris/PoissonniÃ¨re/64,operational,0,station,ok,nonexistent,9,9,41
187,18 Rue PerrÃ©e,1,0,0,1,operational,Paris,STATION,75003,Paris/PerrÃ©e/18,operational,3,station,ok,nonexistent,1,15,48
188,36 Avenue Carnot,2,0,1,0,nonexistent,Cachan,STATION,94230,Cachan/Carnot/36,operational,3,station,ok,nonexistent,2,17,30
189,1 avenue Rachel,1,0,0,1,operational,Paris,STATION,75018,Paris/Rachel/1,operational,4,station,ok,nonexistent,3,12,14
190,22 bis rue Legendre,0,0,0,0,nonexistent,Paris,STATION,75017,Paris/Legendre/22,operational,4,station,ok,nonexistent,7,8,26
191,8 rue Waldeck Rochet,4,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Waldeck Rochet/8,operational,0,station,ok,nonexistent,8,11,19
192,1 avenue Ãmile Laurent,4,0,0,1,operational,Paris,STATION,75012,Paris/Ãmile Laurent/1,operational,1,station,ok,nonexistent,2,9,12
193,24 boulevard Diderot,0,0,0,1,operational,Paris,SPACE,75012,Paris/Diderot/24,operational,3,full_station,ok,operational,9,20,28
194,8 Avenue de la Porte de Montrouge,1,1,0,1,operational,Paris,STATION,75014,Paris/Porte de Montrouge/8,operational,4,station,ok,nonexistent,8,16,5
195,160 avenue LÃ©on Blum,4,1,1,0,nonexistent,Maisons-Alfort,STATION,94700,Maisons-Alfort/LÃ©on Blum/160,operational,0,station,ok,nonexistent,1,4,12
196,15 rue Olier,5,0,0,0,operational,Paris,STATION,75015,Paris/Olier/15,operational,1,station,ok,nonexistent,7,4,34
197,5 bis Rue du Capitaine Ferber,5,0,1,0,operational,Paris,STATION,75020,Paris/Capitaine Ferber/5,operational,0,station,ok,nonexistent,1,7,18
198,27 avenue Magellan,4,0,1,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/Magellan/27,operational,1,station,ok,nonexistent,1,5,17
199,1 avenue Philippe Auguste,5,0,0,0,operational,Paris,STATION,75011,Paris/Philippe Auguste/1,operational,0,station,ok,nonexistent,5,19,59
200,12 avenue de la gare,0,0,0,0,nonexistent,BiÃ¨vres,STATION,91570,BiÃ¨vres/Gare/12,future,0,station,scheduled,nonexistent,9,5,39
201,39 rue du Port Ã  l'Anglais,4,0,0,0,nonexistent,Alfortville,STATION,94140,Alfortville/Port Ã  l'Anglais/39,operational,1,station,ok,nonexistent,9,17,12
202,15 Rue de Verdun,1,0,0,0,nonexistent,Suresnes,SPACE,92150,Suresnes/Verdun/15,operational,4,full_station,ok,operational,1,7,12
203,48 Avenue de Saint-MandÃ©,0,0,0,0,nonexistent,Paris,STATION,75012,Paris/Saint-MandÃ©/48,operational,4,station,ok,nonexistent,1,16,3
204,199 Rue du Faubourg Saint-Antoine,0,0,0,0,nonexistent,Paris,SPACE,75011,Paris/Saint-Antoine/199,operational,3,full_station,ok,operational,8,2,26
205,127 Quai de Stalingrad,5,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Stalingrad/127,operational,0,station,ok,nonexistent,9,2,54
206,42 rue Charles Moureu,4,1,0,0,operational,Paris,STATION,75013,Paris/Charles Moureu/42,operational,1,station,ok,nonexistent,4,17,40
207,128 avenue de la RÃ©publique,0,0,0,2,operational,Paris,STATION,75011,Paris/RÃ©publique/128,operational,6,station,ok,nonexistent,9,6,20
208,26 villa Croix-Nivert,3,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Cambronne/Parking,operational,3,station,ok,nonexistent,8,3,44
209,38 Rue RÃ©aumur,0,0,0,1,operational,Paris,STATION,75003,Paris/RÃ©aumur/38,operational,3,station,ok,nonexistent,7,19,29
210,2 avenue FranÃ§ois Mauriac,4,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/FranÃ§ois Mauriac/2,operational,2,station,ok,nonexistent,3,6,3
211,139 boulevard de Grenelle,6,0,0,0,operational,Paris,STATION,75015,Paris/Grenelle/139,operational,0,station,ok,nonexistent,2,1,0
212,22 avenue Danielle Casanova,1,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Danielle Casanova/22,operational,5,station,ok,nonexistent,4,4,0
213,8 rue RÃ©musat,3,1,0,0,operational,Paris,SPACE,75016,Paris/RÃ©musat/8,operational,1,full_station,ok,operational,1,6,53
214,8 avenue Ãdouard Belin,3,0,1,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Ãdouard Belin/8,operational,0,station,ok,nonexistent,1,6,11
215,65 Avenue Ãmile Zola,2,0,0,0,broken,Paris,STATION,75015,Paris/Ãmile Zola/65,operational,0,station,ok,nonexistent,7,12,7
216,1 Rue Legrand,2,0,0,0,nonexistent,Malakoff,STATION,92240,Malakoff/Legrand/1,operational,3,station,ok,nonexistent,1,21,7
217,44 rue Paul Barruel,5,0,0,0,operational,Paris,STATION,75015,Paris/Paul Barruel/44,operational,1,station,ok,nonexistent,3,5,53
218,2 rue Joseph Marie Jacquard,0,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Joseph Marie Jacquard/2,broken,0,station,closed,nonexistent,3,16,31
219,94 Rue Paul Vaillant Couturier,3,1,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Paul Vaillant Couturier/94,operational,1,station,ok,nonexistent,3,17,26
220,3 avenue Lavoisier,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Lavoisier/3,operational,4,station,ok,nonexistent,2,12,18
221,1bis rue Ravignan,2,0,0,1,operational,Paris,STATION,75018,Paris/Ravignan/1,operational,2,station,ok,nonexistent,6,2,26
222,17 Rue Ãmile Zola,4,0,2,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Ãmile Zola/17,operational,0,station,ok,nonexistent,7,2,29
223,24 rue des Cheminots,1,0,0,0,nonexistent,Saint-Denis,STATION,93200,Saint-Denis/Cheminots/24,operational,6,station,ok,nonexistent,7,7,33
224,16 rue Claude Bernard,3,0,0,2,operational,Paris,STATION,75005,Paris/Claude Bernard/16,operational,2,station,ok,nonexistent,5,2,53
225,2 Avenue LeÌon Blum,5,0,0,0,nonexistent,Le Plessis-Robinson,SPACE,92350,Le Plessis-Robinson/LeÌon Blum/2,operational,1,full_station,ok,broken,7,11,49
226,11 rue Marguerite Long,0,0,0,0,operational,Paris,STATION,75017,Paris/Marguerite Long/11,operational,5,station,ok,nonexistent,9,20,10
227,82 rue de CrimÃ©e,1,0,0,0,operational,Paris,STATION,75019,Paris/CrimÃ©e/82,operational,3,station,ok,nonexistent,2,18,9
228,36 Avenue Carnot,2,0,0,0,nonexistent,Cachan,STATION,94230,Cachan/Carnot/36,operational,5,station,ok,nonexistent,8,1,18
229,169 avenue Gabriel PÃ©ri,0,0,0,0,nonexistent,Gennevilliers,SPACE,92230,Gennevilliers/Gabriel PÃ©ri/169,broken,0,full_station,closed,broken,8,19,26
230,65 boulevard de Picpus,6,0,0,0,nonexistent,Paris,PARKING,75012,Paris/Picpus Nation/Parking,operational,0,station,ok,nonexistent,3,6,34
231,120 boulevard Gabriel PÃ©ri,5,0,0,0,nonexistent,Malakoff,STATION,92240,Malakoff/Gabriel PÃ©ri/120,operational,2,station,ok,nonexistent,3,2,36
232,2 rue des Couronnes,1,0,0,0,nonexistent,Paris,STATION,75020,Paris/Couronnes/2,operational,3,station,ok,nonexistent,2,7,48
233,6 Rue Louis Blanc,0,0,0,1,operational,Paris,STATION,75010,Paris/Louis Blanc/6,operational,3,station,ok,nonexistent,5,14,34
234,59 boulevard Gallieni,3,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Gallieni/59,operational,3,station,ok,nonexistent,5,18,16
235,65 Avenue Lenine,3,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Lenine/65,operational,3,station,ok,nonexistent,4,21,1
236,21 rue Fernand Braudel,0,0,0,0,nonexistent,Paris,STATION,75013,Paris/Fernand Braudel/21,operational,3,station,ok,nonexistent,6,19,55
237,102 Rue Juliette Savar,5,1,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/Juliette Savar/102,operational,0,station,ok,nonexistent,9,5,58
238,61 Boulevard Haussmann,3,0,0,0,nonexistent,Paris,STATION,75008,Paris/Haussmann/61,operational,0,station,ok,nonexistent,3,13,2
239,162 rue Championnet,5,0,0,0,operational,Paris,STATION,75018,Paris/Championnet/162,operational,0,station,ok,nonexistent,9,23,1
240,1 Rue Jules Romains,4,0,0,0,operational,Paris,SPACE,75019,Paris/Jules Romains/1,operational,1,full_station,ok,operational,9,11,59
241,92 Boulevard des Batignolles,1,0,2,0,broken,Paris,STATION,75017,Paris/Batignolles/92,operational,1,station,ok,nonexistent,4,2,50
242,58 avenue Dutartre,5,0,0,0,nonexistent,Le Chesnay,STATION,78150,Le Chesnay/Dutartre/58,operational,1,station,ok,nonexistent,2,16,28
243,46 Rue du GÃ©nÃ©ral Leclerc,0,0,0,0,nonexistent,Issy-les-Moulineaux,SPACE,92130,Issy-les-Moulineaux/Leclerc/46,broken,0,full_station,closed,broken,6,18,42
244,61 boulevard Saint-Jacques,0,0,0,0,nonexistent,Paris,PARKING,75014,Paris/Saint-Jacques 1/Parking,broken,0,station,closed,nonexistent,2,12,0
245,68 rue de la Bonne Aventure,7,0,0,0,nonexistent,Versailles,STATION,78000,Versailles/Bonne Aventure/68,operational,0,station,ok,nonexistent,1,5,9
246,94 avenue de Saint-MandÃ©,3,0,0,0,operational,Paris,STATION,75012,Paris/Saint-MandÃ©/94,operational,3,station,ok,nonexistent,7,19,37
247,8 rue des Chantiers,5,0,0,0,nonexistent,Versailles,SPACE,78000,Versailles/Chantiers/8,operational,1,full_station,ok,operational,4,2,58
248,79 rue AndrÃ© Joineau,6,0,0,0,nonexistent,Le PrÃ©-Saint-Gervais,STATION,93310,Le PrÃ©-Saint-Gervais/AndrÃ© Joineau/79,operational,1,station,ok,nonexistent,4,9,3
249,118 avenue du GÃ©nÃ©ral De Gaulle,5,0,0,0,nonexistent,Clamart,STATION,92140,Clamart/De Gaulle/118,operational,0,station,ok,nonexistent,1,12,15
250,1 rue de Sevran,0,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Sevran/1,broken,0,station,closed,nonexistent,4,19,19
251,9 avenue Arblade,1,0,0,0,nonexistent,Malakoff,STATION,92240,Malakoff/Arblade/9,operational,4,station,ok,nonexistent,1,19,49
252,12 rue Armengaud,5,0,0,0,operational,Saint-Cloud,STATION,92220,Saint-Cloud/Armengaud/12,operational,0,station,ok,nonexistent,2,12,2
253,330 rue des PyrÃ©nÃ©es,5,0,0,0,operational,Paris,SPACE,75020,Paris/PyrÃ©nÃ©es/330,operational,0,full_station,ok,operational,3,4,9
254,25 rue Constantine,1,0,0,1,operational,Paris,STATION,75007,Paris/Constantine/25,operational,5,station,ok,nonexistent,5,5,48
255,194 rue de fontenay,6,0,1,0,nonexistent,Vincennes,STATION,94300,Vincennes/Fontenay/194,operational,0,station,ok,nonexistent,4,5,9
256,1 rue Maryse BastiÃ©,3,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Maryse BastiÃ©/1,operational,2,station,ok,nonexistent,2,17,12
257,94 Rue Paul Vaillant Couturier,4,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Paul Vaillant Couturier/94,operational,2,station,ok,nonexistent,6,14,50
258,2 avenue de la Porte Saint-Cloud,6,0,0,0,nonexistent,Paris,PARKING,75016,Paris/Porte Saint-Cloud/Parking,operational,0,station,ok,nonexistent,4,18,20
259,1 avenue Ãmile Laurent,5,0,0,0,operational,Paris,STATION,75012,Paris/Ãmile Laurent/1,operational,0,station,ok,nonexistent,6,21,6
260,16 rue Raoul Nordling,4,0,0,0,nonexistent,Bois-Colombes,STATION,92270,Bois-Colombes/Raoul Nordling/16,operational,2,station,ok,nonexistent,3,15,48
261,2 Rue Houdart de Lamotte,0,1,0,0,nonexistent,Paris,STATION,75015,Paris/Houdart de Lamotte/2,operational,3,station,ok,nonexistent,1,8,51
262,31 Rue Camille Desmoulins,4,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Camille Desmoulins/31,operational,0,station,ok,nonexistent,3,8,28
263,12 rue Chernoviz,2,0,0,0,nonexistent,Paris,STATION,75016,Paris/Chernoviz/12,operational,2,station,ok,nonexistent,9,10,59
264,1 Place Georges Pompidou,0,0,1,0,nonexistent,Levallois-Perret,PARKING,92300,Levallois-Perret/Pompidou/Parking,operational,0,station,ok,nonexistent,9,9,32
265,29 rue d'Alsace,4,0,1,0,nonexistent,Levallois-Perret,PARKING,92300,Levallois-Perret/So'Ouest/Parking,operational,1,station,ok,nonexistent,5,5,18
266,24 rue du ChÃ¢teau Landon,3,0,1,0,operational,Paris,STATION,75010,Paris/ChÃ¢teau Landon/24,operational,0,station,ok,nonexistent,4,14,47
267,38 rue du Four,1,0,0,0,operational,Paris,STATION,75006,Paris/Four/38,operational,2,station,ok,nonexistent,5,22,48
268,42 rue Charles Moureu,6,0,0,0,operational,Paris,STATION,75013,Paris/Charles Moureu/42,operational,0,station,ok,nonexistent,2,8,48
269,1bis Avenue Joseph Franceschi,5,0,0,0,nonexistent,Alfortville,STATION,94140,Alfortville/Joseph Franceschi/1,operational,0,station,ok,nonexistent,1,23,0
270,16 Rue Sofia,4,0,0,0,operational,Paris,STATION,75018,Paris/Sofia/16,operational,0,station,ok,nonexistent,9,20,10
271,9 rue Philibert Delorme,0,0,0,0,nonexistent,Guyancourt,STATION,78280,Guyancourt/Philibert Delorme/9,future,0,station,scheduled,nonexistent,5,16,46
272,55 avenue de SÃ©gur,3,1,0,1,operational,Paris,STATION,75007,Paris/SÃ©gur/55,operational,2,station,ok,nonexistent,1,18,54
273,10 avenue de la Porte d'Aubervilliers,5,0,0,0,operational,Paris,STATION,75019,Paris/Porte d'Aubervilliers/10,operational,1,station,ok,nonexistent,3,11,48
274,403 Avenue de la RÃ©publique,1,1,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/RÃ©publique/403,operational,3,station,ok,nonexistent,3,7,42
275,49 avenue de Stalingrad,0,0,0,0,nonexistent,Bagnolet,STATION,93170,Bagnolet/Stalingrad/49,broken,0,station,closed,nonexistent,1,4,55
276,76 Boulevard de la Tour-Maubourg,0,0,0,0,nonexistent,Paris,STATION,75007,Paris/Tour-Maubourg/76,operational,4,station,ok,nonexistent,9,4,9
277,17 Place de la RÃ©publique,0,0,0,0,nonexistent,Paris,STATION,75003,Paris/RÃ©publique/17,operational,3,station,ok,nonexistent,3,8,25
278,21 Rue Charles Drot,5,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Charles Drot/21,operational,0,station,ok,nonexistent,1,10,35
279,116 rue de Reuilly,3,0,0,0,operational,Paris,STATION,75012,Paris/Reuilly/116,operational,1,station,ok,nonexistent,4,4,36
280,6 Rue Pablo Neruda,0,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Pablo Neruda/6,operational,6,station,ok,nonexistent,3,21,53
281,58 avenue de la RÃ©publique,6,0,0,0,nonexistent,Bagnolet,STATION,93170,Bagnolet/RÃ©publique/58,operational,0,station,ok,nonexistent,4,7,13
282,70 avenue du GÃ©nÃ©ral de Gaulle,3,1,1,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/De Gaulle/70,operational,1,station,ok,nonexistent,5,18,41
283,26 villa Croix-Nivert,5,1,0,0,nonexistent,Paris,PARKING,75015,Paris/Cambronne/Parking,operational,0,station,ok,nonexistent,4,20,53
284,8 rue de Lyon,0,0,0,0,nonexistent,Paris,STATION,75012,Paris/Lyon/8,operational,4,station,ok,nonexistent,9,8,31
285,3 Rue Yves Toudic,0,0,0,0,broken,Paris,STATION,75010,Paris/Yves Toudic/3,broken,0,station,closed,nonexistent,7,3,48
286,11 avenue RenÃ© Coty,0,0,0,2,operational,Paris,STATION,75014,Paris/RenÃ© Coty/11,operational,6,station,ok,nonexistent,3,23,22
287,236 Rue des PyrÃ©nÃ©es,3,0,0,0,operational,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/236,operational,0,station,ok,nonexistent,8,19,9
288,8 rue Goubet,0,0,0,2,operational,Paris,STATION,75019,Paris/Goubet/8,operational,4,station,ok,nonexistent,7,18,36
289,2 Rue Fernand Pelloutier,3,0,0,0,nonexistent,Puteaux,STATION,92800,Puteaux/Fernand Pelloutier/2,operational,2,station,ok,nonexistent,2,22,16
290,31 boulevard de Grenelle,0,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Grenelle 31/Parking,broken,0,station,closed,nonexistent,5,0,29
291,20 Rue Villiot,0,0,0,0,broken,Paris,SPACE,75012,Paris/Villiot/20,broken,0,full_station,closed,broken,6,15,28
292,63 avenue du 18 juin 1940,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/18 juin 1940/63,operational,5,station,ok,nonexistent,3,10,33
293,6 Rue Marcel Paul,6,0,0,0,nonexistent,Villejuif,STATION,94800,Villejuif/Marcel Paul/6,operational,0,station,ok,nonexistent,4,6,32
294,6 place Adolphe Max,0,0,0,0,nonexistent,Paris,STATION,75009,Paris/Adolphe Max/6,operational,3,station,ok,nonexistent,7,16,47
295,31 rue du Professeur Victor Pauchet,1,0,0,0,nonexistent,Vaucresson,STATION,92420,Vaucresson/Victor Pauchet/31,operational,0,station,ok,nonexistent,6,19,26
296,5 Place du Commerce,4,0,1,0,operational,Paris,STATION,75015,Paris/Commerce/5,operational,0,station,ok,nonexistent,3,5,24
297,64 rue du Faubourg PoissonniÃ¨re,4,0,0,0,nonexistent,Paris,STATION,75010,Paris/PoissonniÃ¨re/64,operational,0,station,ok,nonexistent,3,4,38
298,11 rue Gerbert,0,0,0,1,operational,Paris,STATION,75015,Paris/Gerbert/11,operational,5,station,ok,nonexistent,4,14,50
299,1 Avenue Gambetta,0,0,0,1,operational,Paris,STATION,75020,Paris/Gambetta/1,operational,5,station,ok,nonexistent,1,15,52
300,39 rue Julien Lacroix,1,0,0,2,operational,Paris,STATION,75020,Paris/Julien Lacroix/39,operational,5,station,ok,nonexistent,1,11,3
301,36 quai de BÃ©thune,1,0,0,1,operational,Paris,STATION,75004,Paris/BÃ©thune/36,operational,3,station,ok,nonexistent,4,16,1
302,70 avenue du GÃ©nÃ©ral de Gaulle,2,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/De Gaulle/70,operational,4,station,ok,nonexistent,6,17,15
303,10 rue Anatole de la Forge,0,0,0,0,nonexistent,Paris,STATION,75017,Paris/Anatole de la Forge/10,future,0,station,scheduled,nonexistent,3,13,42
304,8 avenue Ãdouard Belin,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Ãdouard Belin/8,operational,2,station,ok,nonexistent,2,20,14
305,1 Rue RenÃ© Jacques,1,0,0,1,operational,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,operational,4,station,ok,nonexistent,4,0,28
306,18 rue Madame,0,0,0,0,nonexistent,Paris,STATION,75006,Paris/Madame/18,operational,1,station,ok,nonexistent,9,16,18
307,214 boulevard de Stalingrad,5,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Stalingrad/214,operational,1,station,ok,nonexistent,7,23,8
308,2 avenue de la Porte Saint-Cloud,4,0,1,0,nonexistent,Paris,PARKING,75016,Paris/Porte Saint-Cloud/Parking,operational,0,station,ok,nonexistent,3,14,35
309,20 Avenue Lombard,6,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,Fontenay-aux-Roses/Lombard/20,operational,0,station,ok,nonexistent,3,19,22
310,16 Rue Molitor,3,0,0,0,operational,Paris,STATION,75016,Paris/Molitor/16,operational,1,station,ok,nonexistent,6,17,3
311,115 Boulevard Pereire,5,0,1,0,operational,Paris,STATION,75017,Paris/Pereire/115,operational,0,station,ok,nonexistent,8,6,12
312,185 avenue du Maine,4,0,1,0,operational,Paris,STATION,75014,Paris/Maine/185,operational,0,station,ok,nonexistent,2,2,40
313,10 avenue de la Porte d'Aubervilliers,2,0,0,1,operational,Paris,STATION,75019,Paris/Porte d'Aubervilliers/10,operational,2,station,ok,nonexistent,8,17,11
314,19 avenue du GÃ©nÃ©ral de Gaulle,6,0,0,0,nonexistent,Meudon,STATION,92190,Meudon/De Gaulle/19,operational,0,station,ok,nonexistent,3,15,17
315,9 place Saint-Augustin,2,0,0,0,operational,Paris,STATION,75008,Paris/Saint-Augustin/9,operational,0,station,ok,nonexistent,9,14,27
316,2 avenue Gabriel,0,0,0,0,nonexistent,Paris,PARKING,75008,Paris/Concorde/Parking,broken,0,station,closed,nonexistent,2,0,21
317,36 avenue de la RÃ©publique,0,0,0,0,nonexistent,Paris,STATION,75011,Paris/RÃ©publique/36,operational,4,station,ok,nonexistent,9,17,20
318,116 rue Sadi Carnot,5,0,0,1,operational,Drancy,STATION,93700,Drancy/Sadi Carnot/116,operational,1,station,ok,nonexistent,3,23,15
319,52 Rue de Bagneux,4,1,0,0,nonexistent,Sceaux,STATION,92330,Sceaux/Bagneux/52,operational,1,station,ok,nonexistent,8,9,52
320,17 Avenue Victoria,0,0,0,1,operational,Paris,STATION,75001,Paris/Victoria/17,operational,3,station,ok,nonexistent,5,22,29
321,17 rue Caulaincourt,1,0,0,0,nonexistent,Paris,STATION,75018,Paris/Caulaincourt/17,operational,1,station,ok,nonexistent,9,3,1
322,6 rue de Paris,4,0,0,0,nonexistent,Meudon,STATION,92190,Meudon/Paris/6,operational,0,station,ok,nonexistent,1,17,28
